conversation_id_str,created_at,favorite_count,full_text,id_str,in_reply_to_screen_name,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,label,product,clean_text,no_slang,no_stopwords,stemmed_text
1.94215e+23,2025-07-07,0,@Somethinc4u Kulitku lagi jerawatan and super kering banget btw aku lagi hamil jadi bingung banget pakai apa kali aja somethinc ada produk yang bisa buat bumill #SomethincSKINBOOSTER,1.94237e+23,Somethinc4u,in,0,0,0,https://x.com/undefined/status/1942368627149472201,1.1293e+22,0.0,somethinc, Kulitku lagi jerawatan and super kering banget btw aku lagi hamil jadi bingung banget pakai apa kali aja somethinc ada produk yang bisa buat bumill SomethincSKINBOOSTER,kulitku lagi jerawatan and super kering banget by the way aku lagi hamil jadi bingung banget pakai apa kali saja somethinc ada produk yang bisa buat bumill somethincskinbooster,kulitku jerawatan super kering banget way hamil bingung banget pakai kali somethinc produk bumill somethincskinbooster,kulit jerawat super kering banget way hamil bingung banget pakai kali somethinc produk bumill somethincskinbooster
1.94233e+23,2025-07-07,0,kata rarak beli refillnya somethinc nanti casenya tetep pake skintific,1.94233e+23,(kosong),in,0,0,0,https://x.com/undefined/status/1942331114716323949,1.50733e+23,0.0,somethinc,kata rarak beli refillnya somethinc nanti casenya tetep pake skintific,kata rarak beli refillnya somethinc nanti casenya tetap pakai skintific,rarak beli refillnya somethinc casenya pakai skintific,rarak beli refillnya somethinc casenya pakai skintific
1.9418e+22,2025-07-07,0,@ohmy_beautybank sea makeup +shade nya cakep +lumayan nutup two toned +ga bikin kering yg jadi daki gitu +murah gampang di dapet -packagingnya jelek sering rusak -bbrpa kali produknya gbsa diputer gitu -shade di fto katalog agak beda jauh sm aslinya Somet,1.9423e+22,ohmy_beautybank,in,0,1,0,https://x.com/undefined/status/1942297277441400960,1.80876e+23,-1.0,somethinc, sea makeup shade nya cakep lumayan nutup two toned ga bikin kering yg jadi daki gitu murah gampang di dapet packagingnya jelek sering rusak bbrpa kali produknya gbsa diputer gitu shade di fto katalog agak beda jauh sm aslinya Somet,sea makeup shade nya cakep lumayan nutup two toned enggak bikin kering yang jadi daki begitu murah gampang di dapat packagingnya jelek sering rusak beberapa kali produknya ga bisa diputer begitu shade di foto katalog agak beda jauh sama aslinya somet,sea makeup shade nya cakep lumayan nutup two toned bikin kering daki murah gampang packagingnya jelek rusak kali produknya ga diputer shade foto katalog beda aslinya somet,sea makeup shade nya cakep lumayan nutup two toned bikin kering daki murah gampang packagingnya jelek rusak kali produk ga puter shade foto katalog beda asli somet
1.94228e+23,2025-07-07,0,kuliah mending tinted ss somethinc atau apa ya aku gamau cushion jir boros,1.94228e+23,(kosong),in,0,0,0,https://x.com/undefined/status/1942281125411623136,1.30019e+23,0.0,somethinc,kuliah mending tinted ss somethinc atau apa ya aku gamau cushion jir boros,kuliah mending tinted ss somethinc atau apa ya aku enggak mau cushion jir boros,kuliah mending tinted ss somethinc cushion jir boros,kuliah mending tinted ss somethinc cushion jir boros
1.9422e+22,2025-07-07,0,@womanfeeds_id bosen ga yh orang2 liat gw reply somethinc trus,1.94228e+23,womanfeeds_id,in,0,0,0,https://x.com/undefined/status/1942276161700257923,1.9179e+22,0.0,somethinc, bosen ga yh orang liat gw reply somethinc trus,bosan enggak ya orang lihat gue reply somethinc terus,bosan orang lihat gue reply somethinc,bosan orang lihat gue reply somethinc
1.94202e+23,2025-07-07,0,@minicadmatchary @jaybeomint eh ini contournya somethinc susah bgt nyarinya ajgg barang bagus emg kayanya hobi discontinued yah,1.94227e+23,minicadmatchary,in,0,1,0,https://x.com/undefined/status/1942265281042342370,1.52507e+23,1.0,somethinc,  eh ini contournya somethinc susah bgt nyarinya ajgg barang bagus emg kayanya hobi discontinued yah,eh ini contournya somethinc susah banget nyarinya ajgg barang bagus memang kayanya hobi discontinued ya,eh contournya somethinc susah banget nyarinya ajgg barang bagus kayanya hobi discontinued,eh contournya somethinc susah banget nyarinya ajgg barang bagus kaya hobi discontinued
1.9422e+22,2025-07-07,0,@womanfeeds_id gabakal bosen aku ngerekomendasiin somethinc,1.94226e+23,womanfeeds_id,in,0,0,0,https://x.com/undefined/status/1942262111746588898,1.63162e+23,1.0,somethinc, gabakal bosen aku ngerekomendasiin somethinc,enggak bakal bosan aku ngerekomendasiin somethinc,bosan ngerekomendasiin somethinc,bosan ngerekomendasiin somethinc
1.94225e+23,2025-07-07,0,tolong rekomendasiin moisturizer yang gak neko neko dong yang cukup melembabkan selain somethinc calm down karna mau ganti itu,1.94225e+23,(kosong),in,0,7,0,https://x.com/undefined/status/1942252234609160523,1.11259e+23,0.0,somethinc,tolong rekomendasiin moisturizer yang gak neko neko dong yang cukup melembabkan selain somethinc calm down karna mau ganti itu,tolong merekomendasikan moisturizer yang enggak neko neko dong yang cukup melembabkan selain somethinc calm down karena mau ganti itu,merekomendasikan moisturizer neko neko melembabkan somethinc calm ganti,rekomendasi moisturizer neko neko melembabkan somethinc calm ganti
1.94215e+23,2025-07-07,0,@Somethinc4u permasalahan kulit aku skrg tuh muncul jerawat hormonal belum lagi bekas jerawat (PIH) yg masih membekas juga muncul beruntus sedikit aku yakin bgt yg varian calm down bisa bantu barrier aku pulih wish me luck and thank u somethinc #Somethinc,1.94225e+23,Somethinc4u,in,0,0,0,https://x.com/undefined/status/1942251146560655748,1.41085e+23,1.0,somethinc, permasalahan kulit aku skrg tuh muncul jerawat hormonal belum lagi bekas jerawat PIH yg masih membekas juga muncul beruntus sedikit aku yakin bgt yg varian calm down bisa bantu barrier aku pulih wish me luck and thank u somethinc Somethinc,permasalahan kulit aku sekarang tuh muncul jerawat hormonal belum lagi bekas jerawat pih yang masih membekas juga muncul beruntus sedikit aku yakin banget yang varian calm down bisa bantu barrier aku pulih wish me luck and thank untuk somethinc somethinc,permasalahan kulit tuh muncul jerawat hormonal bekas jerawat pih membekas muncul beruntus banget varian calm bantu barrier pulih wish luck thank somethinc somethinc,masalah kulit tuh muncul jerawat hormonal bekas jerawat pih bekas muncul beruntus banget varian calm bantu barrier pulih wish luck thank somethinc somethinc
1.94223e+23,2025-07-07,0,@nomicakes21 atoga somethinc banyak shade nyaa,1.94225e+23,nomicakes21,in,0,0,0,https://x.com/undefined/status/1942249549801926695,1.12055e+23,1.0,somethinc, atoga somethinc banyak shade nyaa,atoga somethinc banyak shade nya,atoga somethinc shade nya,atoga somethinc shade nya
1.94221e+23,2025-07-07,0,@lippiestale aku udh cobaa rr sama somethinc... mereka oksidasi bgt apalagi somethincc.. baunya.. kalau rad blm nyoba kakk... makasieee,1.94225e+23,lippiestale,in,0,0,0,https://x.com/undefined/status/1942248188943258076,8.86193e+22,-1.0,somethinc, aku udh cobaa rr sama somethinc mereka oksidasi bgt apalagi somethincc baunya kalau rad blm nyoba kakk makasieee,aku sudah coba rr sama somethinc mereka oksidasi banget apalagi somethincc baunya kalau rad belum mencoba kak makasieee,coba rr somethinc oksidasi banget somethincc baunya rad mencoba kak makasieee,coba rr somethinc oksidasi banget somethincc bau rad coba kak makasieee
1.94224e+23,2025-07-07,0,@nanamjoonie_ Aman skincareku kalau pagi itu (serum vit c somethinc sama ss serum amaterasun). Sama aku normal-oily jg kulitnya.,1.94225e+23,nanamjoonie_,in,0,1,0,https://x.com/undefined/status/1942247886965842419,1.88484e+23,1.0,somethinc, Aman skincareku kalau pagi itu serum vit c somethinc sama ss serum amaterasun Sama aku normaloily jg kulitnya,aman skincareku kalau pagi itu serum vit sih somethinc sama ss serum amaterasun sama aku normaloily juga kulitnya,aman skincareku pagi serum vit sih somethinc ss serum amaterasun normaloily kulitnya,aman skincareku pagi serum vit sih somethinc ss serum amaterasun normaloily kulit
1.94222e+23,2025-07-07,0,@kwetaiuw Aku pke somethinc calm down bagus bgttt beneran ngeredain merah merah jerawat,1.94224e+23,kwetaiuw,in,0,1,0,https://x.com/undefined/status/1942235385385652441,1.18111e+23,1.0,somethinc, Aku pke somethinc calm down bagus bgttt beneran ngeredain merah merah jerawat,aku pakai somethinc calm down bagus banget benaran ngeredain merah merah jerawat,pakai somethinc calm bagus banget benaran ngeredain merah merah jerawat,pakai somethinc calm bagus banget benar ngeredain merah merah jerawat
1.94212e+23,2025-07-07,0,@skinlovelies penasaran sm serum barunya somethinc,1.94223e+23,skinlovelies,in,0,0,0,https://x.com/undefined/status/1942232643854320092,50977477.0,1.0,somethinc, penasaran sm serum barunya somethinc,penasaran sama serum barunya somethinc,penasaran serum barunya somethinc,penasaran serum baru somethinc
1.94205e+23,2025-07-07,0,@BlissfulGaze lagi pakai skin tint dan tiap hari ganti ganti antara raine beauty - somethinc - secondate - cleya - esqa - guele - mad for makeup - soulyu,1.94223e+23,BlissfulGaze,in,0,1,0,https://x.com/undefined/status/1942232117532107234,117642320.0,0.0,somethinc, lagi pakai skin tint dan tiap hari ganti ganti antara raine beauty  somethinc  secondate  cleya  esqa  guele  mad for makeup  soulyu,lagi pakai skin tint dan tiap hari ganti ganti antara raine beauty somethinc secondate cleya esqa guele mad for makeup soulyu,pakai skin tint ganti ganti raine beauty somethinc secondate cleya esqa guele mad makeup soulyu,pakai skin tint ganti ganti raine beauty somethinc secondate cleya esqa guele mad makeup soulyu
1.94223e+23,2025-07-07,0,tahta tertinggi cushion masih dipegang oleh somethinc copy paste,1.94223e+23,(kosong),in,0,0,0,https://x.com/undefined/status/1942230865519808992,1.34162e+23,1.0,somethinc,tahta tertinggi cushion masih dipegang oleh somethinc copy paste,tahta tertinggi cushion masih dipegang oleh somethinc copy paste,tahta tertinggi cushion dipegang somethinc copy paste,tahta tinggi cushion pegang somethinc copy paste
1.94222e+23,2025-07-07,0,@n_zavinza aku udah coba somethinc esqa pinkflash focallure apa lg ya...,1.94223e+23,n_zavinza,in,0,1,0,https://x.com/undefined/status/1942228832926540286,1119167306.0,0.0,somethinc, aku udah coba somethinc esqa pinkflash focallure apa lg ya,aku sudah coba somethinc esqa pinkflash focallure apa lagi ya,coba somethinc esqa pinkflash focallure,coba somethinc esqa pinkflash focallure
1.94222e+23,2025-07-07,0,@cattobitto kalo aku liat beauty vlogger gitu banyak yg pake pallete nya somethinc kak cuma dia warna nya banyakan yg bold nya gitu tp pilihan warna nya banyak trs kata nya minim fall out,1.94223e+23,cattobitto,in,0,0,0,https://x.com/undefined/status/1942228591770730799,1.73345e+23,1.0,somethinc, kalo aku liat beauty vlogger gitu banyak yg pake pallete nya somethinc kak cuma dia warna nya banyakan yg bold nya gitu tp pilihan warna nya banyak trs kata nya minim fall out,kalo aku lihat beauty vlogger begitu banyak yang pakai pallete nya somethinc kak cuma dia warna nya banyakan yang bold nya begitu tapi pilihan warna nya banyak terus kata nya minim fall out,kalo lihat beauty vlogger pakai pallete nya somethinc kak warna nya banyakan bold nya pilihan warna nya nya minim fall,kalo lihat beauty vlogger pakai pallete nya somethinc kak warna nya banyak bold nya pilih warna nya nya minim fall
1.94222e+23,2025-07-07,0,@gloomsigh Dear me kalo yg sekalian melembabkan mungkin somethinc tp aku belum pernah coba nder,1.94223e+23,gloomsigh,in,0,0,0,https://x.com/undefined/status/1942228590885757280,1.48345e+23,0.0,somethinc, Dear me kalo yg sekalian melembabkan mungkin somethinc tp aku belum pernah coba nder,dear me kalo yang sekalian melembabkan mungkin somethinc tapi aku belum pernah coba nder,dear kalo melembabkan somethinc coba nder,dear kalo melembabkan somethinc coba nder
1.94222e+23,2025-07-07,0,@bearforsun aku pernah pake somethinc tp expirenya cepet bgt deh itu,1.94223e+23,bearforsun,in,0,0,0,https://x.com/undefined/status/1942228538754842885,1119167306.0,-1.0,somethinc, aku pernah pake somethinc tp expirenya cepet bgt deh itu,aku pernah pakai somethinc tapi expirenya cepat banget deh itu,pakai somethinc expirenya cepat banget deh,pakai somethinc expirenya cepat banget deh
1.94222e+23,2025-07-07,0,@cattobitto gaada sih mereka netral warnanya punya nya somethinc ada deh kak kalo gasalah warna aneh begitu,1.94223e+23,cattobitto,in,0,1,0,https://x.com/undefined/status/1942228119169192248,1.74757e+23,-1.0,somethinc, gaada sih mereka netral warnanya punya nya somethinc ada deh kak kalo gasalah warna aneh begitu,enggak ada sih mereka netral warnanya punya nya somethinc ada deh kak kalo enggak salah warna aneh begitu,sih netral warnanya nya somethinc deh kak kalo salah warna aneh,sih netral warna nya somethinc deh kak kalo salah warna aneh
1.94222e+23,2025-07-07,0,@viva8drip baru mau coba somethinc yg coverblur ituw,1.94222e+23,viva8drip,in,0,1,0,https://x.com/undefined/status/1942224668498563447,4888269460.0,0.0,somethinc, baru mau coba somethinc yg coverblur ituw,baru mau coba somethinc yang coverblur ituw,coba somethinc coverblur ituw,coba somethinc coverblur ituw
1.94221e+23,2025-07-07,0,@ohmy_beautybank Somethinc copy paste kalo kulit kamu gaada bekas jerawat dan emang mulus paling redness aja cocoknya laneige neo cushion glow.,1.94222e+23,ohmy_beautybank,in,0,0,0,https://x.com/undefined/status/1942223477609787870,449738283.0,-1.0,somethinc, Somethinc copy paste kalo kulit kamu gaada bekas jerawat dan emang mulus paling redness aja cocoknya laneige neo cushion glow,somethinc copy paste kalo kulit kamu enggak ada bekas jerawat dan memang mulus paling redness saja cocoknya laneige neo cushion glow,somethinc copy paste kalo kulit bekas jerawat mulus redness cocoknya laneige neo cushion glow,somethinc copy paste kalo kulit bekas jerawat mulus redness cocok laneige neo cushion glow
1.94221e+23,2025-07-07,0,@143kdJ kayanya mirip somethinc unreal deh babe aku punya &amp; dia di medium skin ga pucet banget kok,1.94222e+23,143kdJ,in,0,0,0,https://x.com/undefined/status/1942222010651935158,1.52989e+23,1.0,somethinc, kayanya mirip somethinc unreal deh babe aku punya amp dia di medium skin ga pucet banget kok,kayanya mirip somethinc unreal deh babe aku punya amp dia di medium skin enggak pucet banget kok,kayanya somethinc unreal deh babe amp medium skin pucet banget,kaya somethinc unreal deh babe amp medium skin pucet banget
1.94221e+23,2025-07-07,0,@kluvyu pretty well ak bub dulu sempet breakout paraaah bgt. terus aku konsul halodoc awalnya memang pake somethinc calm down itu terus kok kaya blum ada perubahan gitu. jadi aku ganti ke pretty well,1.94222e+23,kluvyu,in,0,2,0,https://x.com/undefined/status/1942221415224324437,8.87434e+22,-1.0,somethinc, pretty well ak bub dulu sempet breakout paraaah bgt terus aku konsul halodoc awalnya memang pake somethinc calm down itu terus kok kaya blum ada perubahan gitu jadi aku ganti ke pretty well,pretty well aku bub dulu sempat breakout parah banget terus aku konsultasi halodoc awalnya memang pakai somethinc calm down itu terus kok kayak belum ada perubahan begitu jadi aku ganti ke pretty well,pretty well bub breakout parah banget konsultasi halodoc pakai somethinc calm kayak perubahan ganti pretty well,pretty well bub breakout parah banget konsultasi halodoc pakai somethinc calm kayak ubah ganti pretty well
1.94219e+23,2025-07-07,0,@luckwillbethere somethinc ringan skinlike minus di cepet oksidasi jd harus naikin tone. esqa rad boikotttt,1.94222e+23,luckwillbethere,in,0,0,0,https://x.com/undefined/status/1942219802761675112,1.04562e+23,-1.0,somethinc, somethinc ringan skinlike minus di cepet oksidasi jd harus naikin tone esqa rad boikotttt,somethinc ringan skinlike minus di cepat oksidasi jadi harus naikin tone esqa rad boikotttt,somethinc ringan skinlike minus cepat oksidasi naikin tone esqa rad boikotttt,somethinc ringan skinlike minus cepat oksidasi naikin tone esqa rad boikotttt
1.94186e+23,2025-07-07,0,@nzara_protect0r @awasaturn akuu blush smtc yang dolly kalo wardah yg mauve (?). kalo lippiees ombre check mate somethinc samaa liptint wardah 01 yaap,1.94221e+23,nzara_protect0r,in,0,0,0,https://x.com/undefined/status/1942211296616964415,1.51293e+23,0.0,somethinc,  akuu blush smtc yang dolly kalo wardah yg mauve  kalo lippiees ombre check mate somethinc samaa liptint wardah  yaap,aku blush smtc yang dolly kalo wardah yang mauve kalo lippiees ombre check mate somethinc sama liptint wardah yaap,blush smtc dolly kalo wardah mauve kalo lippiees ombre check mate somethinc liptint wardah yaap,blush smtc dolly kalo wardah mauve kalo lippiees ombre check mate somethinc liptint wardah yaap
1.94221e+23,2025-07-07,0,mootsku ada yg pake moisturizer calm down somethinc?,1.94221e+23,(kosong),in,0,1,0,https://x.com/undefined/status/1942205239257653341,1.53402e+23,0.0,somethinc,mootsku ada yg pake moisturizer calm down somethinc,mootsku ada yang pakai moisturizer calm down somethinc,mootsku pakai moisturizer calm somethinc,mootsku pakai moisturizer calm somethinc
1.94212e+23,2025-07-07,0,@skinlovelies aku lg pake serumnya somethinc so far sih sukak hasilnyaa,1.9422e+22,skinlovelies,in,0,0,0,https://x.com/undefined/status/1942204909253951926,391333028.0,1.0,somethinc, aku lg pake serumnya somethinc so far sih sukak hasilnyaa,aku lagi pakai serumnya somethinc sok far sih suka hasilnyaa,pakai serumnya somethinc sok far sih suka hasilnyaa,pakai serum somethinc sok far sih suka hasilnyaa
1.94219e+23,2025-07-07,0,@luckwillbethere somethinc cair bgt bisa bleberan,1.9422e+22,luckwillbethere,in,0,0,0,https://x.com/undefined/status/1942204898076205322,1.90197e+23,-1.0,somethinc, somethinc cair bgt bisa bleberan,somethinc cair banget bisa bleberan,somethinc cair banget bleberan,somethinc cair banget bleberan
1.9422e+22,2025-07-07,0,((toner somethinc yang pernah kucobain)),1.9422e+22,jaephoriiia,in,0,0,0,https://x.com/undefined/status/1942202144356282860,1.51589e+23,0.0,somethinc,toner somethinc yang pernah kucobain,toner somethinc yang pernah kucobain,toner somethinc kucobain,toner somethinc kucobain
1.9422e+22,2025-07-07,1,guys minta saran dong aku butuh serum exfo mending pake elformula apa avoskin lactic acid ya? aku pernah nyobain exfo tuh dari somethinc tp karena dia gentle bgt jd ga mempan apa apa di kulitku kalo lgsng ke produk2 yg aku sebutin itu boleh ga? atau ada sarankah produk lain,1.9422e+22,(kosong),in,0,3,0,https://x.com/undefined/status/1942201775563690369,1.51589e+23,-1.0,somethinc,guys minta saran dong aku butuh serum exfo mending pake elformula apa avoskin lactic acid ya aku pernah nyobain exfo tuh dari somethinc tp karena dia gentle bgt jd ga mempan apa apa di kulitku kalo lgsng ke produk yg aku sebutin itu boleh ga atau ada sarankah produk lain,guys meminta saran dong aku butuh serum exfo mending pakai elformula apa avoskin lactic acid ya aku pernah mencoba exfo tuh dari somethinc tapi karena dia gentle banget jadi enggak mempan apa apa di kulitku kalo lgsng ke produk yang aku sebutin itu boleh enggak atau ada sarankah produk lain,guys saran butuh serum exfo mending pakai elformula avoskin lactic acid mencoba exfo tuh somethinc gentle banget mempan kulitku kalo lgsng produk sebutin sarankah produk,guys saran butuh serum exfo mending pakai elformula avoskin lactic acid coba exfo tuh somethinc gentle banget mempan kulit kalo lgsng produk sebutin saran produk
1.94215e+23,2025-07-07,0,@hcneypixie Iyaaa warnanya kebiruan gituuu wkwkwk. But hey masih sama sama somethinc kita pakenyaa,1.9422e+22,hcneypixie,in,0,0,0,https://x.com/undefined/status/1942198103458840621,2757513940.0,0.0,somethinc, Iyaaa warnanya kebiruan gituuu wkwkwk But hey masih sama sama somethinc kita pakenyaa,iya warnanya kebiruan begitu wkwkwk but hey masih sama sama somethinc kita pakenyaa,iya warnanya kebiruan wkwkwk hey somethinc pakenyaa,iya warna biru wkwkwk hey somethinc pakenyaa
1.9422e+22,2025-07-07,0,Best serum yg selama ini aku coba jatuh kepada: 1. HYDRATING SERUM: skin1004 hyalucica serum (serum yaa bukan ampoule) 2. BRIGHTENING SERUM : elsheskin radiant advance serum (ini tranexamic acid 3% dkk nya ) somethinc gentle bright serum (3% alpha 2% niac amino,1.9422e+22,(kosong),in,0,0,0,https://x.com/undefined/status/1942197678496272392,1.59137e+23,1.0,somethinc,Best serum yg selama ini aku coba jatuh kepada  HYDRATING SERUM skin hyalucica serum serum yaa bukan ampoule  BRIGHTENING SERUM  elsheskin radiant advance serum ini tranexamic acid  dkk nya  somethinc gentle bright serum  alpha  niac amino,best serum yang selama ini aku coba jatuh kepada hydrating serum skin hyalucica serum serum ya bukan ampoule brightening serum elsheskin radiant advance serum ini tranexamic acid dkk nya somethinc gentle bright serum alpha niac amino,best serum coba jatuh hydrating serum skin hyalucica serum serum ampoule brightening serum elsheskin radiant advance serum tranexamic acid dkk nya somethinc gentle bright serum alpha niac amino,best serum coba jatuh hydrating serum skin hyalucica serum serum ampoule brightening serum elsheskin radiant advance serum tranexamic acid dkk nya somethinc gentle bright serum alpha niac amino
1.94216e+23,2025-07-07,3,@ohmy_beautybank Coba somethinc yg goddess ka Aku dulu pas lebih ke sawo matang masih masuk tp setelah naik jd lebih ke kuning langsat skrg udah kegelapan Btw kalo foundie emg kamu pakenya foundie apa nder? Soalnya aku pun malah mau beralih ke foundie aja,1.94219e+23,ohmy_beautybank,in,0,0,0,https://x.com/undefined/status/1942193728640504015,8.21665e+22,0.0,somethinc, Coba somethinc yg goddess ka Aku dulu pas lebih ke sawo matang masih masuk tp setelah naik jd lebih ke kuning langsat skrg udah kegelapan Btw kalo foundie emg kamu pakenya foundie apa nder Soalnya aku pun malah mau beralih ke foundie aja,coba somethinc yang goddess kak aku dulu pas lebih ke sawo matang masih masuk tapi setelah naik jadi lebih ke kuning langsat sekarang sudah kegelapan by the way kalo foundie memang kamu pakenya foundie apa nder soalnya aku pun malah mau beralih ke foundie saja,coba somethinc goddess kak pas sawo matang masuk kuning langsat kegelapan way kalo foundie pakenya foundie nder beralih foundie,coba somethinc goddess kak pas sawo matang masuk kuning langsat gelap way kalo foundie pakenya foundie nder alih foundie
1.94215e+23,2025-07-07,0,@tagnerine ih ak juga pake cushion somethinc yg itu ^__^ !,1.94219e+23,tagnerine,in,0,1,0,https://x.com/undefined/status/1942190063405945005,1.33472e+23,1.0,somethinc, ih ak juga pake cushion somethinc yg itu  ,ih aku juga pakai cushion somethinc yang itu,ih pakai cushion somethinc,ih pakai cushion somethinc
1.94166e+23,2025-07-07,0,@mimaoOo__ hi kak rose all day beige somethinc skin tint nina tp kalau cushionnya nina kegelapan di aku guele sande,1.94219e+23,mimaoOo__,in,0,0,0,https://x.com/undefined/status/1942187873463337453,1.64313e+23,-1.0,somethinc, hi kak rose all day beige somethinc skin tint nina tp kalau cushionnya nina kegelapan di aku guele sande,hi kak rose all day beige somethinc skin tint nina tapi kalau cushionnya nina kegelapan di aku guele sande,hi kak rose day beige somethinc skin tint nina cushionnya nina kegelapan guele sande,hi kak rose day beige somethinc skin tint nina cushionnya nina gelap guele sande
1.94219e+23,2025-07-07,1,Anjir somethinc bacne andalan gw diskon 50% wkwk,1.94219e+23,(kosong),in,0,1,0,https://x.com/undefined/status/1942187229826478591,187751476.0,1.0,somethinc,Anjir somethinc bacne andalan gw diskon  wkwk,anjir somethinc bacne andalan gue diskon wkwk,anjir somethinc bacne andalan gue diskon wkwk,anjir somethinc bacne andal gue diskon wkwk
1.94192e+23,2025-07-07,1,@Urrraaaaa465145 Aku pake somethinc acnedot facial wash. Dia non sls ga bkin keset tp ad ingredientnya yg buat jerawat (lupa namanya) udh makai 2 tahunan lebih deh.,1.94219e+23,Urrraaaaa465145,in,0,1,0,https://x.com/undefined/status/1942185807017812023,132381740.0,1.0,somethinc, Aku pake somethinc acnedot facial wash Dia non sls ga bkin keset tp ad ingredientnya yg buat jerawat lupa namanya udh makai  tahunan lebih deh,aku pakai somethinc acnedot facial wash dia non sls enggak bikin keset tapi ada ingredientnya yang buat jerawat lupa namanya sudah makai tahunan lebih deh,pakai somethinc acnedot facial wash non sls bikin keset ingredientnya jerawat lupa namanya makai tahunan deh,pakai somethinc acnedot facial wash non sls bikin keset ingredientnya jerawat lupa nama maka tahun deh
1.94218e+23,2025-07-07,0,Maskara somethinc atau mireya?,1.94218e+23,(kosong),in,0,1,0,https://x.com/undefined/status/1942181220538044828,1.61023e+23,0.0,somethinc,Maskara somethinc atau mireya,maskara somethinc atau mireya,maskara somethinc mireya,maskara somethinc mireya
1.94212e+23,2025-07-07,0,@skinlovelies penasaran sama serumnyaa itu punya somethinc yang baru yaa kak?,1.94218e+23,skinlovelies,in,0,0,0,https://x.com/undefined/status/1942179886099206306,1.1812e+22,0.0,somethinc, penasaran sama serumnyaa itu punya somethinc yang baru yaa kak,penasaran sama serumnyaa itu punya somethinc yang baru ya kak,penasaran serumnyaa somethinc kak,penasaran serumnyaa somethinc kak
1.94212e+23,2025-07-07,0,@blessfullsun kalau loose powder di aku somethinc bagus bgt sih kakk.,1.94213e+23,blessfullsun,in,0,0,0,https://x.com/undefined/status/1942126930381115495,1.57077e+23,1.0,somethinc, kalau loose powder di aku somethinc bagus bgt sih kakk,kalau loose powder di aku somethinc bagus banget sih kak,loose powder somethinc bagus banget sih kak,loose powder somethinc bagus banget sih kak
1.94212e+23,2025-07-07,0,Cushion Somethinc cocok buat kulit oily Flash Sale sampai 50% di Tokopedia 7.7 Plus Festival Gajian Sale!,1.94212e+23,(kosong),in,0,0,0,https://x.com/undefined/status/1942124839227232383,1.73958e+23,1.0,somethinc,Cushion Somethinc cocok buat kulit oily Flash Sale sampai  di Tokopedia  Plus Festival Gajian Sale,cushion somethinc cocok buat kulit oily flash sale sampai di tokopedia plus festival gajian sale,cushion somethinc cocok kulit oily flash sale tokopedia plus festival gajian sale,cushion somethinc cocok kulit oily flash sale tokopedia plus festival gaji sale
1.94212e+23,2025-07-07,0,@B171780485 Invest di eyelash curler jugaaa (aku pake lash boss) Kalo suka volumizing lengthening blp stellar volume mascara. Kalo mau lengthening doang tipsynya somethinc,1.94212e+23,B171780485,in,0,0,0,https://x.com/undefined/status/1942124481872535620,1.21594e+23,0.0,somethinc, Invest di eyelash curler jugaaa aku pake lash boss Kalo suka volumizing lengthening blp stellar volume mascara Kalo mau lengthening doang tipsynya somethinc,invest di eyelash curler juga aku pakai lash bos kalo suka volumizing lengthening blp stellar volume mascara kalo mau lengthening doang tipsynya somethinc,invest eyelash curler pakai lash bos kalo suka volumizing lengthening blp stellar volume mascara kalo lengthening doang tipsynya somethinc,invest eyelash curler pakai lash bos kalo suka volumizing lengthening blp stellar volume mascara kalo lengthening doang tipsynya somethinc
1.94212e+23,2025-07-07,0,Cushion Somethinc tahan lama Flash Sale FASHION &amp; BEAUTY sampai 50% Tokopedia 7.7. Buruan!,1.94212e+23,(kosong),in,0,0,0,https://x.com/undefined/status/1942124172651458859,1.70034e+23,1.0,somethinc,Cushion Somethinc tahan lama Flash Sale FASHION amp BEAUTY sampai  Tokopedia  Buruan,cushion somethinc tahan lama flash sale fashion amp beauty sampai tokopedia buruan,cushion somethinc tahan flash sale fashion amp beauty tokopedia buruan,cushion somethinc tahan flash sale fashion amp beauty tokopedia buru
1.94204e+23,2025-07-07,0,@seungtury waduh kalau dry-skin ngga samaan kita tapi temanku yg dry-skin pakai wardah terus... atau bisa coba somethinc yang copy-paste juga lumayan,1.94211e+23,seungtury,in,0,0,0,https://x.com/undefined/status/1942111863900348565,1.8728e+22,1.0,somethinc, waduh kalau dryskin ngga samaan kita tapi temanku yg dryskin pakai wardah terus atau bisa coba somethinc yang copypaste juga lumayan,waduh kalau dryskin enggak samaan kita tapi temanku yang dryskin pakai wardah terus atau bisa coba somethinc yang copypaste juga lumayan,dryskin samaan temanku dryskin pakai wardah coba somethinc copypaste lumayan,dryskin sama teman dryskin pakai wardah coba somethinc copypaste lumayan
1.94211e+23,2025-07-07,0,Cushion Somethinc ini juara! Sekarang ada Flash Sale Fashion &amp; Beauty s.d 50% Tokopedia 7.7 Plus gila sih!,1.94211e+23,(kosong),in,0,0,0,https://x.com/undefined/status/1942111112205684821,1.9087e+22,1.0,somethinc,Cushion Somethinc ini juara Sekarang ada Flash Sale Fashion amp Beauty sd  Tokopedia  Plus gila sih,cushion somethinc ini juara sekarang ada flash sale fashion amp beauty sd tokopedia plus gila sih,cushion somethinc juara flash sale fashion amp beauty sd tokopedia plus gila sih,cushion somethinc juara flash sale fashion amp beauty sd tokopedia plus gila sih
